asset_id,department,section_from,section_to,km_start,km_end,line,rail_type,rail_age_years,cumulative_gmt,tgi_unevenness,tgi_twist,tgi_gauge,tgi_alignment,tgi_composite,tgi_category,usfd_status,usfd_defect_count,rail_temperature_c,ambient_temperature_c,destressing_temp_c,thermal_buckling_risk,maintenance_permitted_temp,rainfall_mm_7day,ballast_condition,max_speed_kmph,route_class,machine_required,days_since_last_maintenance,speed_restriction_active,tsr_speed_kmph,ground_truth_failure,ground_truth_rul_days
TRK-0025,ENGINEERING_TRACK,FZD,ETW,234.87,236.71,UP,60kg 90UTS,19,510.9,44.1,58.0,62.5,43.1,46.730000000000004,POOR,CLEAR,0,47.5,34.1,40.0,SAFE_RANGE,True,105.1,FOULED,160,A,BCM,272,False,0,0,194
TRK-0026,ENGINEERING_TRACK,TDL,FZD,223.96,224.77,DN,60kg 90UTS,8,162.5,62.3,84.3,72.7,82.5,77.66,AVERAGE,CLEAR,0,36.6,21.4,40.0,SAFE_RANGE,True,82.3,GOOD,160,A,NONE,42,False,0,0,357
TRK-0027,ENGINEERING_TRACK,NDLS,GZB,11.0,13.0,UP,60kg 90UTS,3,77.3,89.5,87.2,92.1,99.6,95.58999999999999,GOOD,CLEAR,0,42.3,31.2,40.0,SAFE_RANGE,True,62.8,GOOD,130,A,NONE,40,False,0,0,358
TRK-0028,ENGINEERING_TRACK,KRJ,ALJN,100.37,101.11,DN,60kg 90UTS,20,693.5,36.1,41.8,54.4,47.4,45.279999999999994,POOR,IMR,5,34.7,18.2,40.0,SAFE_RANGE,True,53.9,FOULED,130,A,TAMPING,344,True,30,1,1
TRK-0029,ENGINEERING_TRACK,DER,KRJ,48.9,50.73,UP,60kg 90UTS,9,185.7,70.0,100.0,84.2,64.4,71.06,AVERAGE,CLEAR,0,36.2,23.5,40.0,SAFE_RANGE,True,123.7,GOOD,130,A,TAMPING,140,False,0,0,340
TRK-0030,ENGINEERING_TRACK,PHD,CNB,397.06,398.92,UP,60kg 90UTS,3,83.1,77.2,89.9,88.9,79.5,81.02000000000001,GOOD,OBS,1,50.0,39.6,40.0,SAFE_RANGE,True,60.0,GOOD,130,A,NONE,71,False,0,0,300
TRK-0031,ENGINEERING_TRACK,ALJN,TDL,143.44,144.6,DN,52kg 72UTS,18,273.5,58.3,55.5,70.5,75.4,69.5,AVERAGE,CLEAR,0,37.1,20.0,40.0,SAFE_RANGE,True,162.7,SATURATED,160,A,MANUAL,284,True,30,0,262
TRK-0032,ENGINEERING_TRACK,TDL,FZD,218.32,219.04,UP,60kg 90UTS,2,42.3,73.3,86.9,88.0,71.6,75.10999999999999,AVERAGE,CLEAR,0,57.8,41.4,40.0,MODERATE_HEAT_EXPANSION,True,154.9,SATURATED,160,A,NONE,188,True,45,0,279
TRK-0033,ENGINEERING_TRACK,KRJ,ALJN,114.35,115.38,DN,60kg 90UTS,20,599.8,35.4,63.8,62.3,38.0,42.489999999999995,POOR,IMR,2,58.3,40.5,40.0,MODERATE_HEAT_EXPANSION,True,145.9,SATURATED,130,A,TAMPING,216,True,30,1,1
TRK-0034,ENGINEERING_TRACK,DER,KRJ,70.15,71.15,DN,60kg 90UTS,22,710.2,59.4,50.1,65.6,53.9,55.79,AVERAGE,IMR,2,41.2,24.9,40.0,SAFE_RANGE,True,19.5,FOULED,130,A,CSM,24,True,75,1,12
TRK-0035,ENGINEERING_TRACK,KRJ,ALJN,92.38,94.26,DN,60kg 90UTS,10,314.1,65.7,59.5,71.4,58.7,61.45,AVERAGE,CLEAR,0,52.5,40.7,40.0,SAFE_RANGE,True,118.8,FOULED,130,A,TAMPING,209,False,0,0,265
TRK-0036,ENGINEERING_TRACK,TDL,FZD,213.46,214.06,DN,60kg 90UTS,12,334.0,53.8,63.5,83.0,63.9,63.75,AVERAGE,CLEAR,0,46.2,28.4,40.0,SAFE_RANGE,True,96.5,GOOD,160,A,TAMPING,19,False,0,0,298
TRK-0037,ENGINEERING_TRACK,GZB,DER,34.65,35.54,DN,60kg 90UTS,2,34.3,83.2,79.3,100.0,89.9,88.51000000000002,GOOD,CLEAR,0,45.1,29.3,40.0,SAFE_RANGE,True,56.5,GOOD,130,A,NONE,315,False,0,0,309
TRK-0038,ENGINEERING_TRACK,PHD,CNB,366.48,368.33,UP,52kg 72UTS,9,143.0,55.2,80.8,76.4,84.5,77.46000000000001,AVERAGE,CLEAR,0,43.5,29.3,40.0,SAFE_RANGE,True,145.2,GOOD,130,A,NONE,356,False,0,0,302
TRK-0039,ENGINEERING_TRACK,KRJ,ALJN,100.12,100.72,DN,60kg 90UTS,20,425.6,48.9,77.7,62.5,53.0,55.6,AVERAGE,CLEAR,0,55.8,40.0,40.0,MODERATE_HEAT_EXPANSION,True,54.1,FOULED,130,A,MANUAL,163,False,0,0,273
TRK-0040,ENGINEERING_TRACK,FZD,ETW,250.14,251.69,UP,60kg 90UTS,7,163.9,77.8,94.1,69.8,93.0,87.75,GOOD,CLEAR,0,57.8,42.4,40.0,MODERATE_HEAT_EXPANSION,True,162.5,FOULED,160,A,NONE,320,False,0,0,309
TRK-0041,ENGINEERING_TRACK,ALJN,TDL,162.27,164.02,DN,60kg 90UTS,10,192.0,76.6,83.6,71.4,72.0,74.02000000000001,AVERAGE,CLEAR,0,53.3,38.4,40.0,SAFE_RANGE,True,58.0,GOOD,160,A,TAMPING,231,False,0,0,324
TRK-0042,ENGINEERING_TRACK,ETW,PHD,338.16,339.43,UP,60kg 90UTS,22,367.3,40.6,51.7,80.9,73.5,65.47999999999999,AVERAGE,CLEAR,0,46.5,31.4,40.0,SAFE_RANGE,True,60.3,GOOD,160,A,TAMPING,125,False,0,0,343
TRK-0043,ENGINEERING_TRACK,ALJN,TDL,148.3,149.1,UP,60kg 90UTS,2,39.8,94.0,85.6,79.8,87.8,88.02000000000001,GOOD,CLEAR,0,47.2,30.4,40.0,SAFE_RANGE,True,13.1,GOOD,160,A,NONE,217,False,0,0,327
TRK-0044,ENGINEERING_TRACK,KRJ,ALJN,116.76,117.84,DN,60kg 90UTS,8,143.6,76.1,75.1,82.5,82.6,80.53999999999999,GOOD,CLEAR,0,53.0,35.9,40.0,SAFE_RANGE,True,154.9,SATURATED,130,A,NONE,59,True,75,0,302
TRK-0045,ENGINEERING_TRACK,KRJ,ALJN,91.27,93.21,DN,60kg 90UTS,2,52.3,88.4,85.4,90.5,81.3,84.05,GOOD,OBS,1,52.9,41.9,40.0,SAFE_RANGE,True,24.0,GOOD,130,A,NONE,242,False,0,0,270
TRK-0046,ENGINEERING_TRACK,PHD,CNB,438.01,439.4,DN,60kg 90UTS,20,626.0,40.1,52.1,62.1,39.4,43.08,POOR,CLEAR,0,54.6,41.2,40.0,SAFE_RANGE,True,163.2,SATURATED,130,A,CSM,233,True,45,1,14
TRK-0047,ENGINEERING_TRACK,ETW,PHD,325.75,327.38,DN,60kg 90UTS,25,763.8,54.5,64.5,57.9,49.8,53.019999999999996,AVERAGE,IMR,4,46.5,34.3,40.0,SAFE_RANGE,True,13.9,GOOD,160,A,CSM,151,True,45,1,9
TRK-0048,ENGINEERING_TRACK,ALJN,TDL,156.86,158.7,UP,60kg 90UTS,5,90.1,61.1,70.1,79.4,91.3,81.95,GOOD,OBS,1,39.2,28.0,40.0,SAFE_RANGE,True,38.5,GOOD,160,A,NONE,217,False,0,0,274
TRK-0049,ENGINEERING_TRACK,FZD,ETW,250.49,251.69,UP,52kg 72UTS,7,221.6,85.8,69.6,73.8,73.1,75.35999999999999,AVERAGE,OBS,1,44.3,28.1,40.0,SAFE_RANGE,True,170.3,SATURATED,160,A,NONE,15,True,75,0,257
TRK-0050,ENGINEERING_TRACK,ETW,PHD,301.32,302.35,DN,60kg 90UTS,14,360.7,67.8,62.1,71.6,59.4,62.56999999999999,AVERAGE,OBS,1,53.5,37.1,40.0,SAFE_RANGE,True,161.6,SATURATED,160,A,TAMPING,254,True,45,1,24
TRK-0051,ENGINEERING_TRACK,ALJN,TDL,164.56,165.1,DN,60kg 90UTS,22,628.8,34.9,37.9,64.3,51.9,48.339999999999996,POOR,IMR,4,53.5,36.8,40.0,SAFE_RANGE,True,165.5,SATURATED,160,A,CSM,323,True,30,1,1
TRK-0052,ENGINEERING_TRACK,FZD,ETW,269.8,271.29,UP,60kg 90UTS,21,495.0,52.8,49.9,68.9,49.9,52.379999999999995,AVERAGE,OBS,4,34.8,22.7,40.0,SAFE_RANGE,True,58.9,GOOD,160,A,CSM,237,False,0,0,208
TRK-0053,ENGINEERING_TRACK,TDL,FZD,214.4,216.22,DN,60kg 90UTS,25,850.6,36.8,52.4,57.0,38.9,41.64,POOR,CLEAR,0,45.7,29.0,40.0,SAFE_RANGE,True,84.7,FOULED,160,A,TAMPING,281,True,30,1,20
TRK-0054,ENGINEERING_TRACK,TDL,FZD,212.59,213.19,UP,60kg 90UTS,25,390.5,44.5,49.2,61.5,56.5,53.870000000000005,AVERAGE,IMR,2,33.4,23.2,40.0,SAFE_RANGE,True,27.4,GOOD,160,A,BCM,69,True,75,1,21
TRK-0055,ENGINEERING_TRACK,GZB,DER,31.2,32.03,DN,60kg 90UTS,25,559.4,44.7,52.5,51.9,46.4,47.22,POOR,CLEAR,0,51.5,33.8,40.0,SAFE_RANGE,True,129.3,GOOD,130,A,TAMPING,88,False,0,1,25
TRK-0056,ENGINEERING_TRACK,ALJN,TDL,139.32,139.86,DN,60kg 90UTS,19,542.4,53.8,54.5,46.8,39.6,44.65,POOR,IMR,4,44.0,28.3,40.0,SAFE_RANGE,True,13.7,GOOD,160,A,TAMPING,358,True,45,1,1
TRK-0057,ENGINEERING_TRACK,GZB,DER,32.67,33.62,UP,60kg 90UTS,19,582.4,46.9,60.9,59.8,45.8,48.92999999999999,POOR,OBS,3,47.2,31.9,40.0,SAFE_RANGE,True,12.4,FOULED,130,A,TAMPING,336,False,0,1,11
TRK-0058,ENGINEERING_TRACK,TDL,FZD,209.2,210.33,DN,60kg 90UTS,4,94.7,90.7,100.0,83.6,89.1,89.96,GOOD,CLEAR,0,44.5,27.4,40.0,SAFE_RANGE,True,82.8,GOOD,160,A,NONE,83,False,0,0,350
TRK-0059,ENGINEERING_TRACK,FZD,ETW,239.03,240.31,DN,60kg 90UTS,20,623.3,43.4,36.4,63.3,25.9,34.19,POOR,CLEAR,0,45.9,32.0,40.0,SAFE_RANGE,True,78.4,FOULED,160,A,TAMPING,308,True,60,1,19
TRK-0060,ENGINEERING_TRACK,TDL,FZD,222.63,224.38,UP,60kg 90UTS,9,293.7,46.3,73.0,77.4,75.1,69.35999999999999,AVERAGE,CLEAR,0,38.0,24.3,40.0,SAFE_RANGE,True,109.9,SATURATED,160,A,MANUAL,199,True,60,0,277
TRK-0061,ENGINEERING_TRACK,NDLS,GZB,11.86,12.85,DN,52kg 72UTS,7,154.7,82.1,93.0,86.6,73.8,78.66,AVERAGE,CLEAR,0,36.9,24.7,40.0,SAFE_RANGE,True,107.3,GOOD,130,A,NONE,146,False,0,0,339
TRK-0062,ENGINEERING_TRACK,PHD,CNB,357.83,359.75,UP,60kg 90UTS,8,235.2,81.1,68.4,62.6,83.1,79.17999999999999,AVERAGE,OBS,1,46.8,30.7,40.0,SAFE_RANGE,True,124.3,SATURATED,130,A,NONE,335,True,75,0,201
TRK-0063,ENGINEERING_TRACK,ETW,PHD,344.61,345.25,UP,60kg 90UTS,13,374.9,35.5,55.2,67.3,59.2,54.870000000000005,AVERAGE,CLEAR,0,40.7,26.0,40.0,SAFE_RANGE,True,85.2,GOOD,160,A,TAMPING,276,False,0,0,253
TRK-0064,ENGINEERING_TRACK,TDL,FZD,215.81,217.43,DN,52kg 72UTS,12,348.7,61.8,66.4,66.1,67.8,66.28999999999999,AVERAGE,CLEAR,0,37.0,25.0,40.0,SAFE_RANGE,True,21.7,GOOD,160,A,TAMPING,103,False,0,0,346
TRK-0065,ENGINEERING_TRACK,TDL,FZD,210.91,212.21,UP,52kg 72UTS,7,135.3,62.3,84.8,90.6,91.9,85.14000000000001,GOOD,CLEAR,0,46.4,30.6,40.0,SAFE_RANGE,True,175.8,GOOD,160,A,NONE,273,False,0,0,317
TRK-0066,ENGINEERING_TRACK,ALJN,TDL,206.5,208.25,DN,60kg 90UTS,8,177.7,88.7,77.9,89.1,74.2,78.96000000000001,AVERAGE,CLEAR,0,41.6,25.9,40.0,SAFE_RANGE,True,22.8,GOOD,160,A,NONE,28,False,0,0,360
TRK-0067,ENGINEERING_TRACK,NDLS,GZB,13.28,14.83,UP,60kg 90UTS,21,679.8,42.5,59.7,60.2,57.7,55.11,AVERAGE,OBS,4,30.8,20.7,40.0,SAFE_RANGE,True,51.2,GOOD,130,A,TAMPING,250,False,0,1,22
TRK-0068,ENGINEERING_TRACK,ETW,PHD,319.74,321.69,DN,60kg 90UTS,16,276.5,77.2,52.9,64.4,46.3,54.95,AVERAGE,OBS,1,33.6,19.7,40.0,SAFE_RANGE,True,103.9,FOULED,160,A,BCM,356,False,0,1,29
TRK-0069,ENGINEERING_TRACK,NDLS,GZB,3.64,5.36,DN,60kg 90UTS,3,104.6,94.3,67.6,70.3,78.1,79.50999999999999,AVERAGE,CLEAR,0,37.2,21.1,40.0,SAFE_RANGE,True,109.1,SATURATED,130,A,NONE,321,True,45,0,256
TRK-0070,ENGINEERING_TRACK,PHD,CNB,388.19,390.05,DN,60kg 90UTS,19,661.2,56.2,35.6,54.0,43.2,46.120000000000005,POOR,CLEAR,0,40.9,25.9,40.0,SAFE_RANGE,True,109.7,GOOD,130,A,CSM,55,False,0,1,26
TRK-0071,ENGINEERING_TRACK,KRJ,ALJN,112.4,113.3,UP,60kg 90UTS,6,118.8,66.1,85.4,89.0,74.8,75.53999999999999,AVERAGE,CLEAR,0,43.7,32.4,40.0,SAFE_RANGE,True,73.5,GOOD,130,A,NONE,357,False,0,0,302
TRK-0072,ENGINEERING_TRACK,ETW,PHD,317.02,317.87,DN,60kg 90UTS,23,740.4,40.5,45.2,48.5,38.4,40.51,POOR,CLEAR,0,31.8,19.9,40.0,SAFE_RANGE,True,47.6,GOOD,160,A,BCM,325,True,45,1,19
TRK-0073,ENGINEERING_TRACK,FZD,ETW,234.49,235.33,UP,60kg 90UTS,9,283.8,66.7,47.2,72.6,66.6,65.28,AVERAGE,CLEAR,0,31.2,19.9,40.0,SAFE_RANGE,True,55.4,GOOD,160,A,TAMPING,296,False,0,0,313
TRK-0074,ENGINEERING_TRACK,ALJN,TDL,164.81,166.01,DN,60kg 90UTS,23,530.2,48.5,52.2,64.0,56.5,55.220000000000006,AVERAGE,CLEAR,0,39.4,25.1,40.0,SAFE_RANGE,True,78.8,GOOD,160,A,TAMPING,311,False,0,1,28
TRK-0075,ENGINEERING_TRACK,NDLS,GZB,21.35,22.95,DN,60kg 90UTS,1,16.8,68.7,100.0,100.0,82.3,83.11999999999999,GOOD,CLEAR,0,59.7,43.0,40.0,MODERATE_HEAT_EXPANSION,True,103.5,FOULED,130,A,NONE,15,False,0,0,362
TRK-0076,ENGINEERING_TRACK,ALJN,TDL,175.37,177.01,UP,60kg 90UTS,16,406.1,58.2,72.0,58.5,58.4,59.73,AVERAGE,CLEAR,0,41.7,29.5,40.0,SAFE_RANGE,True,179.5,SATURATED,160,A,TAMPING,228,True,75,0,209
TRK-0077,ENGINEERING_TRACK,GZB,DER,30.17,31.28,DN,60kg 90UTS,22,376.0,58.1,63.7,59.6,53.1,55.81,AVERAGE,OBS,2,42.1,26.6,40.0,SAFE_RANGE,True,51.9,GOOD,130,A,TAMPING,210,False,0,0,212
TRK-0078,ENGINEERING_TRACK,PHD,CNB,360.01,360.64,DN,52kg 72UTS,11,190.5,89.2,84.8,78.8,87.5,86.7,GOOD,CLEAR,0,55.0,38.1,40.0,SAFE_RANGE,True,148.5,SATURATED,130,A,NONE,5,True,75,0,311
TRK-0079,ENGINEERING_TRACK,FZD,ETW,230.01,231.29,DN,60kg 90UTS,21,500.7,47.2,72.1,57.7,44.3,48.99999999999999,POOR,OBS,1,37.7,23.3,40.0,SAFE_RANGE,True,167.0,SATURATED,160,A,BCM,229,True,75,1,16
TRK-0080,ENGINEERING_TRACK,GZB,DER,25.32,26.77,UP,60kg 90UTS,23,417.9,57.4,62.8,62.7,54.4,56.67,AVERAGE,CLEAR,0,46.7,32.3,40.0,SAFE_RANGE,True,16.8,GOOD,130,A,TAMPING,63,False,0,0,290
TRK-0081,ENGINEERING_TRACK,ETW,PHD,353.09,354.56,UP,60kg 90UTS,16,538.4,40.8,48.4,38.6,55.2,49.980000000000004,POOR,IMR,3,43.4,31.2,40.0,SAFE_RANGE,True,150.3,GOOD,160,A,BCM,246,True,45,1,1
TRK-0082,ENGINEERING_TRACK,ETW,PHD,331.32,332.4,UP,52kg 72UTS,3,61.6,83.3,86.8,80.6,76.4,79.24000000000001,AVERAGE,CLEAR,0,51.8,38.5,40.0,SAFE_RANGE,True,168.2,SATURATED,160,A,NONE,264,True,60,0,266
TRK-0083,ENGINEERING_TRACK,NDLS,GZB,6.79,7.74,DN,60kg 90UTS,5,119.7,60.3,85.9,77.7,83.3,78.4,AVERAGE,CLEAR,0,43.3,30.6,40.0,SAFE_RANGE,True,137.3,FOULED,130,A,NONE,198,False,0,0,330
TRK-0084,ENGINEERING_TRACK,ETW,PHD,352.31,354.11,UP,60kg 90UTS,19,430.5,51.7,57.7,52.7,63.8,59.65999999999999,AVERAGE,OBS,4,35.1,19.1,40.0,SAFE_RANGE,True,126.9,FOULED,160,A,TAMPING,200,False,0,0,214
TRK-0085,ENGINEERING_TRACK,FZD,ETW,299.14,300.83,UP,60kg 90UTS,16,548.7,46.9,49.2,53.2,55.2,52.74000000000001,AVERAGE,OBS,2,45.8,31.1,40.0,SAFE_RANGE,True,156.5,SATURATED,160,A,BCM,230,True,30,1,15
TRK-0086,ENGINEERING_TRACK,PHD,CNB,431.66,432.18,UP,60kg 90UTS,14,453.9,37.0,48.9,64.9,55.1,51.84000000000001,AVERAGE,CLEAR,0,53.8,43.2,40.0,SAFE_RANGE,True,140.7,GOOD,130,A,TAMPING,140,False,0,0,277
TRK-0087,ENGINEERING_TRACK,TDL,FZD,218.97,220.07,UP,60kg 90UTS,11,352.5,60.3,66.8,64.7,67.2,65.53,AVERAGE,CLEAR,0,53.3,40.3,40.0,SAFE_RANGE,True,57.0,GOOD,160,A,TAMPING,254,False,0,0,320
TRK-0088,ENGINEERING_TRACK,PHD,CNB,359.94,360.54,DN,60kg 90UTS,8,239.5,71.9,93.6,83.0,66.0,71.64,AVERAGE,CLEAR,0,40.1,29.3,40.0,SAFE_RANGE,True,114.1,SATURATED,130,A,TAMPING,56,True,75,0,302
TRK-0089,ENGINEERING_TRACK,DER,KRJ,68.23,70.09,UP,60kg 90UTS,11,340.2,43.6,62.9,70.3,79.0,69.44,AVERAGE,CLEAR,0,38.6,25.6,40.0,SAFE_RANGE,True,26.2,GOOD,130,A,MANUAL,276,False,0,0,316
TRK-0090,ENGINEERING_TRACK,FZD,ETW,267.88,269.57,UP,60kg 90UTS,6,99.5,87.3,82.7,77.1,81.9,82.58,GOOD,OBS,1,55.6,40.6,40.0,MODERATE_HEAT_EXPANSION,True,43.3,GOOD,160,A,NONE,303,False,0,0,259
TRK-0091,ENGINEERING_TRACK,DER,KRJ,47.45,48.91,DN,60kg 90UTS,9,255.0,59.3,67.8,79.2,80.6,74.91999999999999,AVERAGE,CLEAR,0,55.1,41.4,40.0,MODERATE_HEAT_EXPANSION,True,51.8,GOOD,130,A,MANUAL,284,False,0,0,315
TRK-0092,ENGINEERING_TRACK,DER,KRJ,40.32,42.24,DN,60kg 90UTS,21,719.1,40.4,41.5,61.6,35.4,39.629999999999995,POOR,CLEAR,0,49.6,35.9,40.0,SAFE_RANGE,True,54.4,FOULED,130,A,TAMPING,201,True,75,1,22
TRK-0093,ENGINEERING_TRACK,GZB,DER,27.61,28.97,DN,52kg 72UTS,23,480.8,63.3,52.4,59.8,42.6,49.440000000000005,POOR,IMR,4,39.6,25.1,40.0,SAFE_RANGE,True,123.4,GOOD,130,A,CSM,30,True,75,1,14
TRK-0094,ENGINEERING_TRACK,ALJN,TDL,190.73,191.58,DN,60kg 90UTS,8,221.9,78.9,87.5,80.4,89.2,86.09,GOOD,CLEAR,0,49.5,34.1,40.0,SAFE_RANGE,True,129.8,FOULED,160,A,NONE,342,False,0,0,305
